Time (h) 2022-10-13T07.07.00.130;ambient temperature (°C) Flask A1;ambient humidity (%) Flask A1;ambient pressure (mBar) Flask A1;CO2 conc. (%) Flask A1;O2 conc. (%) Flask A1;;Time (h) 2022-10-13T07.07.01.278;ambient temperature (°C) Flask A2;ambient humidity (%) Flask A2;ambient pressure (mBar) Flask A2;CO2 conc. (%) Flask A2;O2 conc. (%) Flask A2;;Time (h) 2022-10-13T07.07.01.594;ambient temperature (°C) Flask A3;ambient humidity (%) Flask A3;ambient pressure (mBar) Flask A3;CO2 conc. (%) Flask A3;O2 conc. (%) Flask A3;;Time (h) 2022-10-13T07.07.01.396;ambient temperature (°C) Flask A4;ambient humidity (%) Flask A4;ambient pressure (mBar) Flask A4;CO2 conc. (%) Flask A4;O2 conc. (%) Flask A4;;
1.62697;43.92;18.97;1015.69;0.106;20.036;;1.62694;44.32;19.88;1016.47;0.109;20.033;;1.62695;43.80;19.90;1015.43;0.102;20.294;;1.62695;43.48;25.76;1016.16;0.103;20.344;;
1.62836;43.92;19.03;1015.69;0.106;20.036;;1.62833;44.32;19.88;1016.47;0.109;20.033;;1.62834;43.80;19.83;1015.42;0.102;20.294;;1.62834;43.49;25.86;1016.17;0.103;20.342;;
1.62974;43.92;19.07;1015.69;0.106;20.036;;1.62972;44.32;19.97;1016.47;0.109;20.032;;1.62973;43.80;19.85;1015.42;0.102;20.292;;1.62973;43.49;25.95;1016.17;0.104;20.341;;
1.63113;43.92;19.12;1015.67;0.106;20.037;;1.63111;44.32;19.93;1016.46;0.110;20.031;;1.63112;43.79;20.00;1015.45;0.102;20.290;;1.63112;43.49;25.99;1016.17;0.104;20.341;;
1.63252;43.92;19.13;1015.66;0.107;20.037;;1.63250;44.32;20.04;1016.45;0.110;20.031;;1.63251;43.79;19.98;1015.43;0.102;20.291;;1.63251;43.48;25.97;1016.15;0.104;20.340;;
1.63391;43.92;19.06;1015.65;0.107;20.037;;1.63389;44.32;20.05;1016.46;0.111;20.031;;1.63390;43.79;20.01;1015.44;0.103;20.289;;1.63389;43.49;26.00;1016.15;0.104;20.339;;
1.63530;43.92;19.14;1015.66;0.107;20.037;;1.63528;44.32;20.06;1016.46;0.111;20.031;;1.63529;43.79;19.98;1015.45;0.103;20.289;;1.63528;43.49;26.06;1016.15;0.104;20.339;;
1.63669;43.92;19.11;1015.67;0.107;20.037;;1.63667;44.32;20.14;1016.45;0.111;20.031;;1.63668;43.79;20.05;1015.45;0.103;20.287;;1.63667;43.48;26.04;1016.15;0.104;20.338;;
1.63808;43.91;19.11;1015.66;0.107;20.037;;1.63806;44.31;20.16;1016.46;0.111;20.031;;1.63807;43.79;20.19;1015.45;0.103;20.287;;1.63806;43.49;26.11;1016.17;0.104;20.336;;
1.63947;43.91;19.18;1015.66;0.107;20.037;;1.63944;44.32;20.14;1016.46;0.111;20.030;;1.63945;43.79;20.22;1015.44;0.104;20.286;;1.63945;43.48;26.11;1016.15;0.105;20.337;;
1.64086;43.91;19.25;1015.65;0.108;20.037;;1.64083;44.31;20.23;1016.47;0.111;20.029;;1.64084;43.79;20.32;1015.44;0.104;20.286;;1.64084;43.48;26.13;1016.16;0.105;20.335;;
1.64225;43.91;19.22;1015.65;0.108;20.037;;1.64222;44.31;20.20;1016.46;0.111;20.029;;1.64223;43.79;20.38;1015.44;0.104;20.285;;1.64223;43.48;26.14;1016.17;0.105;20.335;;
1.64363;43.91;19.25;1015.66;0.108;20.037;;1.64361;44.31;20.20;1016.48;0.111;20.029;;1.64362;43.78;20.39;1015.43;0.104;20.285;;1.64362;43.48;26.20;1016.16;0.105;20.334;;
1.64502;43.91;19.37;1015.67;0.109;20.037;;1.64500;44.31;20.25;1016.46;0.112;20.029;;1.64501;43.78;20.41;1015.44;0.104;20.284;;1.64501;43.48;26.21;1016.16;0.106;20.334;;
1.64641;43.91;19.36;1015.66;0.109;20.037;;1.64639;44.30;20.37;1016.47;0.112;20.029;;1.64640;43.78;20.42;1015.43;0.104;20.283;;1.64639;43.48;26.27;1016.16;0.106;20.333;;
1.64780;43.91;19.36;1015.68;0.109;20.037;;1.64778;44.30;20.31;1016.49;0.112;20.028;;1.64779;43.78;20.66;1015.45;0.105;20.283;;1.64778;43.48;26.25;1016.16;0.106;20.333;;
1.64919;43.91;19.38;1015.67;0.109;20.037;;1.64917;44.30;20.36;1016.48;0.112;20.028;;1.64918;43.78;20.50;1015.44;0.104;20.281;;1.64917;43.48;26.31;1016.17;0.106;20.333;;
1.65058;43.91;19.39;1015.67;0.109;20.037;;1.65056;44.30;20.37;1016.47;0.113;20.028;;1.65057;43.78;20.45;1015.44;0.105;20.280;;1.65056;43.48;26.32;1016.18;0.106;20.332;;
1.65197;43.91;19.49;1015.67;0.110;20.037;;1.65194;44.30;20.35;1016.49;0.113;20.028;;1.65196;43.77;20.45;1015.45;0.105;20.280;;1.65195;43.48;26.31;1016.17;0.106;20.330;;
1.65336;43.91;19.48;1015.68;0.110;20.037;;1.65333;44.30;20.49;1016.49;0.113;20.028;;1.65334;43.77;20.52;1015.45;0.106;20.278;;1.65334;43.48;26.25;1016.17;0.107;20.331;;
1.65475;43.91;19.49;1015.67;0.110;20.037;;1.65472;44.30;20.42;1016.49;0.113;20.027;;1.65473;43.77;20.49;1015.45;0.106;20.278;;1.65473;43.48;26.39;1016.16;0.107;20.330;;
1.65614;43.91;19.50;1015.66;0.110;20.038;;1.65611;44.30;20.46;1016.48;0.113;20.027;;1.65612;43.77;20.60;1015.43;0.106;20.277;;1.65612;43.48;26.45;1016.17;0.107;20.329;;
1.65752;43.91;19.63;1015.67;0.110;20.036;;1.65750;44.30;20.51;1016.49;0.113;20.026;;1.65751;43.77;20.46;1015.44;0.106;20.277;;1.65751;43.48;26.48;1016.16;0.107;20.328;;
1.65891;43.91;19.75;1015.67;0.111;20.036;;1.65889;44.30;20.54;1016.49;0.113;20.026;;1.65890;43.77;20.56;1015.44;0.106;20.275;;1.65890;43.48;26.47;1016.17;0.107;20.328;;
1.66030;43.91;19.76;1015.67;0.110;20.036;;1.66028;44.30;20.57;1016.50;0.113;20.026;;1.66029;43.77;20.64;1015.45;0.106;20.275;;1.66028;43.48;26.49;1016.17;0.107;20.327;;
1.66169;43.91;19.55;1015.67;0.111;20.036;;1.66167;44.30;20.56;1016.49;0.114;20.025;;1.66168;43.76;20.76;1015.45;0.106;20.274;;1.66167;43.48;26.53;1016.17;0.108;20.327;;
1.66308;43.91;19.58;1015.67;0.111;20.036;;1.66306;44.30;20.48;1016.49;0.114;20.025;;1.66307;43.76;20.77;1015.45;0.107;20.274;;1.66306;43.48;26.41;1016.16;0.108;20.326;;
1.66447;43.90;19.64;1015.67;0.111;20.036;;1.66445;44.30;20.52;1016.48;0.114;20.025;;1.66446;43.76;20.60;1015.44;0.107;20.272;;1.66445;43.48;26.48;1016.17;0.108;20.326;;
1.66586;43.90;19.64;1015.68;0.111;20.036;;1.66583;44.30;20.56;1016.46;0.114;20.025;;1.66585;43.76;20.57;1015.44;0.107;20.272;;1.66584;43.48;26.55;1016.17;0.108;20.325;;
1.66725;43.90;19.65;1015.67;0.111;20.036;;1.66722;44.30;20.66;1016.47;0.114;20.024;;1.66723;43.76;20.70;1015.45;0.107;20.271;;1.66723;43.48;26.60;1016.17;0.108;20.325;;
1.66864;43.90;19.62;1015.67;0.112;20.036;;1.66861;44.29;20.72;1016.50;0.115;20.023;;1.66862;43.76;20.58;1015.46;0.107;20.270;;1.66862;43.48;26.64;1016.19;0.108;20.323;;
1.67003;43.90;19.85;1015.66;0.112;20.037;;1.67000;44.30;20.68;1016.48;0.115;20.023;;1.67001;43.76;20.61;1015.46;0.108;20.269;;1.67001;43.48;26.67;1016.17;0.108;20.324;;
1.67141;43.90;19.68;1015.66;0.112;20.038;;1.67139;44.29;20.67;1016.48;0.115;20.029;;1.67140;43.76;20.70;1015.44;0.108;20.271;;1.67140;43.48;26.54;1016.17;0.108;20.325;;
1.67280;43.90;19.66;1015.67;0.112;20.046;;1.67278;44.30;20.59;1016.48;0.115;20.037;;1.67279;43.76;20.68;1015.45;0.108;20.274;;1.67279;43.48;26.65;1016.18;0.109;20.331;;
1.67419;43.91;19.63;1015.67;0.112;20.048;;1.67417;44.30;20.49;1016.48;0.115;20.039;;1.67418;43.76;20.63;1015.45;0.108;20.275;;1.67417;43.48;26.65;1016.17;0.109;20.334;;
1.67558;43.91;19.64;1015.65;0.112;20.050;;1.67556;44.30;20.63;1016.47;0.115;20.041;;1.67557;43.76;20.63;1015.44;0.109;20.276;;1.67556;43.48;26.63;1016.17;0.109;20.337;;
1.67697;43.92;19.61;1015.66;0.113;20.051;;1.67695;44.30;20.62;1016.46;0.116;20.043;;1.67696;43.77;20.55;1015.45;0.109;20.277;;1.67695;43.49;26.58;1016.17;0.109;20.339;;
1.67836;43.93;19.66;1015.67;0.112;20.052;;1.67834;44.30;20.56;1016.46;0.116;20.045;;1.67835;43.78;20.42;1015.45;0.108;20.277;;1.67834;43.49;26.57;1016.17;0.109;20.340;;
1.67975;43.94;19.75;1015.68;0.112;20.054;;1.67972;44.31;20.53;1016.47;0.115;20.046;;1.67974;43.79;20.49;1015.44;0.108;20.278;;1.67973;43.50;26.53;1016.14;0.109;20.342;;
1.68114;43.95;19.56;1015.68;0.112;20.054;;1.68111;44.31;20.53;1016.48;0.116;20.047;;1.68112;43.79;20.39;1015.44;0.108;20.279;;1.68112;43.50;26.56;1016.16;0.109;20.343;;
1.68253;43.97;19.62;1015.67;0.112;20.055;;1.68250;44.32;20.43;1016.46;0.116;20.048;;1.68251;43.80;20.44;1015.42;0.108;20.280;;1.68251;43.50;26.53;1016.15;0.109;20.344;;
1.68392;43.98;19.44;1015.69;0.112;20.055;;1.68389;44.32;20.41;1016.48;0.115;20.049;;1.68390;43.81;20.45;1015.44;0.108;20.279;;1.68390;43.51;26.48;1016.16;0.109;20.345;;
1.68530;44.00;19.42;1015.68;0.112;20.056;;1.68528;44.33;20.41;1016.47;0.115;20.050;;1.68529;43.82;20.35;1015.43;0.107;20.281;;1.68529;43.51;26.36;1016.17;0.108;20.346;;
1.68669;44.01;19.37;1015.69;0.112;20.057;;1.68667;44.34;20.40;1016.46;0.115;20.052;;1.68668;43.83;20.40;1015.43;0.107;20.281;;1.68668;43.52;26.50;1016.16;0.108;20.348;;
1.68808;44.02;19.42;1015.66;0.111;20.058;;1.68806;44.34;20.52;1016.45;0.115;20.052;;1.68807;43.84;20.34;1015.42;0.107;20.281;;1.68806;43.52;26.33;1016.14;0.108;20.348;;
1.68947;44.03;19.45;1015.65;0.111;20.058;;1.68945;44.35;20.39;1016.46;0.114;20.053;;1.68946;43.86;20.29;1015.43;0.107;20.281;;1.68945;43.52;26.42;1016.14;0.108;20.349;;
1.69086;44.05;19.42;1015.65;0.111;20.058;;1.69084;44.35;20.44;1016.45;0.114;20.053;;1.69085;43.87;20.26;1015.43;0.106;20.281;;1.69084;43.52;26.47;1016.17;0.108;20.350;;
1.69225;44.07;19.34;1015.64;0.111;20.060;;1.69223;44.36;20.46;1016.43;0.113;20.054;;1.69224;43.88;20.28;1015.41;0.106;20.281;;1.69223;43.53;26.48;1016.17;0.107;20.350;;
1.69364;44.08;19.40;1015.64;0.110;20.060;;1.69361;44.37;20.46;1016.43;0.113;20.055;;1.69363;43.89;20.25;1015.44;0.106;20.281;;1.69362;43.53;26.34;1016.17;0.107;20.351;;
1.69503;44.09;19.56;1015.66;0.110;20.060;;1.69500;44.37;20.50;1016.46;0.113;20.055;;1.69501;43.90;20.31;1015.46;0.106;20.280;;1.69501;43.53;26.41;1016.20;0.107;20.350;;
1.69642;44.11;19.36;1015.69;0.110;20.059;;1.69639;44.38;20.43;1016.48;0.113;20.055;;1.69640;43.91;20.38;1015.46;0.106;20.280;;1.69640;43.54;26.44;1016.19;0.107;20.352;;
1.69781;44.12;19.40;1015.67;0.109;20.060;;1.69778;44.39;20.39;1016.48;0.112;20.055;;1.69779;43.93;20.20;1015.46;0.105;20.280;;1.69779;43.55;26.43;1016.18;0.106;20.352;;
1.69919;44.14;19.28;1015.66;0.109;20.058;;1.69917;44.40;20.41;1016.47;0.112;20.055;;1.69918;43.94;20.25;1015.45;0.105;20.279;;1.69918;43.55;26.34;1016.18;0.106;20.352;;
1.70058;44.16;19.22;1015.65;0.109;20.059;;1.70056;44.40;20.37;1016.47;0.112;20.055;;1.70057;43.95;20.25;1015.45;0.105;20.279;;1.70057;43.56;26.46;1016.17;0.106;20.352;;
1.70197;44.17;19.34;1015.66;0.108;20.059;;1.70195;44.41;20.40;1016.48;0.111;20.055;;1.70196;43.96;20.29;1015.44;0.104;20.279;;1.70195;43.56;26.33;1016.17;0.105;20.353;;
1.70336;44.18;19.26;1015.66;0.108;20.059;;1.70334;44.42;20.38;1016.47;0.111;20.056;;1.70335;43.97;20.21;1015.45;0.104;20.279;;1.70334;43.56;26.46;1016.18;0.105;20.353;;
1.70475;44.20;19.33;1015.66;0.108;20.059;;1.70473;44.43;20.34;1016.47;0.111;20.056;;1.70474;43.98;20.20;1015.45;0.104;20.279;;1.70473;43.57;26.47;1016.19;0.105;20.352;;
1.70614;44.21;19.32;1015.66;0.107;20.057;;1.70612;44.44;20.38;1016.47;0.110;20.056;;1.70613;44.00;20.23;1015.44;0.103;20.278;;1.70612;43.57;26.46;1016.19;0.104;20.352;;
1.70753;44.22;19.25;1015.66;0.107;20.057;;1.70750;44.45;20.44;1016.47;0.110;20.055;;1.70752;44.01;20.25;1015.43;0.103;20.278;;1.70751;43.57;26.46;1016.20;0.104;20.352;;
1.70892;44.24;19.22;1015.65;0.107;20.056;;1.70889;44.45;20.34;1016.47;0.110;20.052;;1.70890;44.02;20.24;1015.43;0.103;20.278;;1.70890;43.58;26.52;1016.18;0.104;20.352;;
1.71031;44.25;19.32;1015.65;0.106;20.056;;1.71028;44.46;20.35;1016.47;0.110;20.043;;1.71029;44.02;20.20;1015.42;0.102;20.277;;1.71029;43.58;26.29;1016.18;0.104;20.352;;
1.71170;44.26;19.39;1015.66;0.106;20.054;;1.71167;44.47;20.29;1016.47;0.109;20.039;;1.71168;44.03;20.18;1015.44;0.102;20.270;;1.71168;43.58;26.49;1016.17;0.104;20.349;;
1.71308;44.26;19.21;1015.67;0.106;20.047;;1.71306;44.47;20.30;1016.48;0.108;20.036;;1.71307;44.05;20.23;1015.45;0.101;20.260;;1.71307;43.59;26.41;1016.18;0.103;20.339;;
1.71447;44.27;19.39;1015.66;0.105;20.043;;1.71445;44.48;20.32;1016.46;0.108;20.035;;1.71446;44.05;20.33;1015.46;0.101;20.252;;1.71446;43.59;26.29;1016.18;0.103;20.334;;
1.71586;44.28;19.33;1015.65;0.105;20.041;;1.71584;44.48;20.26;1016.46;0.108;20.032;;1.71585;44.06;20.20;1015.45;0.101;20.247;;1.71584;43.59;26.33;1016.17;0.103;20.328;;
1.71725;44.28;19.51;1015.67;0.105;20.038;;1.71723;44.48;20.33;1016.46;0.108;20.030;;1.71724;44.06;20.25;1015.45;0.101;20.243;;1.71723;43.60;26.36;1016.18;0.102;20.324;;
1.71864;44.28;19.62;1015.67;0.105;20.037;;1.71862;44.48;20.40;1016.45;0.108;20.028;;1.71863;44.07;20.20;1015.45;0.101;20.241;;1.71862;43.60;26.27;1016.19;0.102;20.321;;
1.72003;44.28;19.56;1015.68;0.105;20.034;;1.72001;44.48;20.36;1016.46;0.108;20.027;;1.72002;44.07;20.28;1015.47;0.102;20.238;;1.72001;43.60;26.33;1016.20;0.102;20.318;;
1.72142;44.28;19.44;1015.65;0.105;20.033;;1.72139;44.49;20.37;1016.45;0.108;20.025;;1.72141;44.06;20.20;1015.46;0.101;20.236;;1.72140;43.60;26.25;1016.18;0.102;20.315;;
1.72281;44.27;19.50;1015.66;0.104;20.031;;1.72278;44.49;20.38;1016.46;0.108;20.024;;1.72279;44.06;20.28;1015.47;0.101;20.234;;1.72279;43.60;26.41;1016.18;0.102;20.312;;
1.72420;44.27;19.41;1015.66;0.104;20.029;;1.72417;44.49;20.40;1016.46;0.108;20.023;;1.72418;44.06;20.23;1015.45;0.101;20.233;;1.72418;43.60;26.37;1016.18;0.102;20.311;;
1.72559;44.27;19.47;1015.66;0.104;20.028;;1.72556;44.49;20.34;1016.45;0.108;20.022;;1.72557;44.06;20.29;1015.45;0.101;20.230;;1.72557;43.60;26.47;1016.17;0.102;20.308;;
1.72697;44.26;19.51;1015.66;0.105;20.027;;1.72695;44.49;20.38;1016.47;0.108;20.019;;1.72696;44.06;20.31;1015.45;0.101;20.229;;1.72696;43.60;26.45;1016.19;0.102;20.306;;
1.72836;44.26;19.35;1015.66;0.105;20.026;;1.72834;44.49;20.43;1016.44;0.108;20.019;;1.72835;44.06;20.29;1015.46;0.101;20.227;;1.72835;43.60;26.49;1016.18;0.102;20.305;;
1.72975;44.25;19.40;1015.67;0.104;20.025;;1.72973;44.49;20.39;1016.46;0.108;20.017;;1.72974;44.06;20.28;1015.47;0.101;20.226;;1.72973;43.59;26.58;1016.18;0.102;20.303;;
1.73114;44.25;19.36;1015.67;0.105;20.024;;1.73112;44.49;20.41;1016.46;0.108;20.016;;1.73113;44.06;20.32;1015.46;0.101;20.225;;1.73112;43.59;26.56;1016.16;0.102;20.302;;
1.73253;44.25;19.47;1015.66;0.105;20.023;;1.73251;44.49;20.42;1016.46;0.109;20.015;;1.73252;44.06;20.29;1015.48;0.101;20.224;;1.73251;43.59;26.47;1016.17;0.103;20.299;;
1.73392;44.24;19.52;1015.65;0.105;20.022;;1.73390;44.49;20.48;1016.46;0.109;20.014;;1.73391;44.05;20.34;1015.48;0.101;20.223;;1.73390;43.59;26.43;1016.18;0.103;20.299;;
1.73531;44.24;19.64;1015.63;0.105;20.022;;1.73528;44.49;20.54;1016.47;0.109;20.013;;1.73530;44.05;20.38;1015.48;0.101;20.223;;1.73529;43.59;26.44;1016.19;0.103;20.297;;
1.73670;44.24;19.42;1015.62;0.105;20.021;;1.73667;44.49;20.53;1016.47;0.109;20.012;;1.73668;44.05;20.40;1015.48;0.101;20.222;;1.73668;43.59;26.29;1016.19;0.103;20.296;;
1.73809;44.23;19.51;1015.64;0.106;20.021;;1.73806;44.49;20.57;1016.48;0.109;20.011;;1.73807;44.05;20.38;1015.47;0.102;20.221;;1.73807;43.59;26.32;1016.20;0.103;20.294;;
1.73947;44.22;19.52;1015.65;0.105;20.021;;1.73945;44.49;20.58;1016.47;0.109;20.010;;1.73946;44.05;20.41;1015.48;0.101;20.221;;1.73946;43.59;26.49;1016.20;0.103;20.292;;
1.74086;44.22;19.52;1015.64;0.105;20.020;;1.74084;44.49;20.54;1016.47;0.109;20.010;;1.74085;44.04;20.76;1015.48;0.101;20.219;;1.74085;43.59;26.58;1016.20;0.103;20.291;;
1.74225;44.21;19.61;1015.65;0.105;20.020;;1.74223;44.49;20.51;1016.46;0.109;20.009;;1.74224;44.04;20.74;1015.47;0.102;20.219;;1.74224;43.59;26.69;1016.20;0.103;20.289;;
1.74364;44.21;19.69;1015.63;0.105;20.020;;1.74362;44.49;20.57;1016.45;0.109;20.008;;1.74363;44.04;20.74;1015.45;0.101;20.219;;1.74362;43.59;26.44;1016.18;0.103;20.288;;
1.74503;44.20;19.73;1015.63;0.105;20.019;;1.74501;44.49;20.57;1016.48;0.109;20.008;;1.74502;44.04;20.60;1015.47;0.102;20.217;;1.74501;43.59;26.51;1016.19;0.104;20.286;;
1.74642;44.20;19.80;1015.64;0.106;20.019;;1.74640;44.49;20.59;1016.47;0.109;20.007;;1.74641;44.03;20.79;1015.47;0.101;20.217;;1.74640;43.59;26.55;1016.21;0.103;20.286;;
1.74781;44.20;19.77;1015.64;0.106;20.019;;1.74779;44.49;20.57;1016.46;0.109;20.007;;1.74780;44.03;20.76;1015.44;0.102;20.217;;1.74779;43.59;26.62;1016.19;0.104;20.285;;
1.74920;44.19;19.77;1015.66;0.106;20.018;;1.74917;44.49;20.61;1016.46;0.110;20.006;;1.74919;44.03;20.87;1015.45;0.102;20.216;;1.74918;43.58;26.61;1016.20;0.104;20.283;;
1.75059;44.18;19.85;1015.66;0.106;20.018;;1.75056;44.49;20.62;1016.47;0.110;20.006;;1.75057;44.02;20.94;1015.45;0.102;20.216;;1.75057;43.58;26.67;1016.20;0.103;20.282;;
1.75198;44.18;19.97;1015.64;0.106;20.019;;1.75195;44.49;20.57;1016.46;0.110;20.006;;1.75196;44.02;20.94;1015.44;0.102;20.215;;1.75196;43.58;26.84;1016.19;0.103;20.282;;
1.75337;44.18;19.88;1015.65;0.106;20.019;;1.75334;44.49;20.65;1016.47;0.110;20.006;;1.75335;44.02;20.87;1015.45;0.102;20.215;;1.75335;43.58;26.70;1016.21;0.103;20.280;;
1.75475;44.17;19.97;1015.65;0.106;20.019;;1.75473;44.48;20.66;1016.46;0.110;20.005;;1.75474;44.02;20.84;1015.45;0.102;20.215;;1.75474;43.58;26.73;1016.20;0.104;20.280;;
1.75614;44.17;19.86;1015.68;0.106;20.018;;1.75612;44.48;20.71;1016.49;0.110;20.004;;1.75613;44.02;21.02;1015.46;0.103;20.214;;1.75613;43.58;26.59;1016.22;0.104;20.278;;
1.75753;44.17;19.90;1015.67;0.106;20.019;;1.75751;44.48;20.65;1016.50;0.110;20.004;;1.75752;44.02;21.04;1015.46;0.103;20.214;;1.75751;43.58;26.54;1016.21;0.104;20.278;;
1.75892;44.16;19.80;1015.65;0.106;20.019;;1.75890;44.48;20.73;1016.48;0.110;20.004;;1.75891;44.02;21.08;1015.46;0.103;20.213;;1.75890;43.58;26.64;1016.20;0.104;20.277;;
1.76031;44.16;19.75;1015.66;0.106;20.019;;1.76029;44.48;20.72;1016.48;0.110;20.004;;1.76030;44.01;21.10;1015.48;0.102;20.213;;1.76029;43.58;26.65;1016.21;0.104;20.275;;
1.76170;44.15;19.77;1015.68;0.106;20.018;;1.76168;44.48;20.80;1016.49;0.110;20.004;;1.76169;44.01;21.17;1015.47;0.102;20.213;;1.76168;43.58;26.83;1016.20;0.104;20.275;;
1.76309;44.15;19.79;1015.67;0.106;20.019;;1.76306;44.48;20.72;1016.47;0.110;20.003;;1.76308;44.00;21.07;1015.46;0.103;20.212;;1.76307;43.58;26.75;1016.20;0.104;20.273;;
1.76448;44.14;19.95;1015.67;0.106;20.019;;1.76445;44.47;20.86;1016.47;0.110;20.003;;1.76447;44.00;21.12;1015.46;0.103;20.212;;1.76446;43.58;26.73;1016.21;0.104;20.273;;
1.76587;44.14;19.89;1015.66;0.106;20.019;;1.76584;44.47;20.84;1016.47;0.110;20.003;;1.76585;44.00;21.15;1015.45;0.103;20.212;;1.76585;43.58;26.77;1016.20;0.104;20.273;;
1.76726;44.14;19.94;1015.68;0.107;20.020;;1.76723;44.47;20.78;1016.49;0.110;20.003;;1.76724;44.00;21.18;1015.46;0.102;20.210;;1.76724;43.58;26.88;1016.21;0.104;20.271;;
1.76864;44.13;19.83;1015.70;0.107;20.020;;1.76862;44.47;20.82;1016.49;0.110;20.003;;1.76863;44.00;21.24;1015.45;0.103;20.211;;1.76863;43.58;26.70;1016.21;0.104;20.271;;
1.77003;44.13;20.04;1015.68;0.107;20.020;;1.77001;44.47;20.88;1016.50;0.110;20.003;;1.77002;43.99;21.19;1015.46;0.103;20.210;;1.77002;43.57;26.76;1016.19;0.104;20.271;;
1.77142;44.12;19.94;1015.67;0.107;20.020;;1.77140;44.47;20.87;1016.49;0.110;20.002;;1.77141;43.99;21.17;1015.46;0.103;20.210;;1.77140;43.57;26.91;1016.21;0.105;20.270;;
1.77281;44.12;20.02;1015.67;0.106;20.020;;1.77279;44.47;20.82;1016.49;0.110;20.003;;1.77280;43.99;21.25;1015.45;0.103;20.209;;1.77279;43.57;26.88;1016.21;0.105;20.269;;
1.77420;44.11;19.94;1015.68;0.106;20.021;;1.77418;44.47;20.82;1016.52;0.110;20.002;;1.77419;43.98;21.27;1015.46;0.103;20.209;;1.77418;43.57;27.12;1016.22;0.105;20.269;;
1.77559;44.11;19.91;1015.67;0.106;20.022;;1.77557;44.46;20.90;1016.50;0.110;20.003;;1.77558;43.98;21.16;1015.46;0.103;20.209;;1.77557;43.57;27.12;1016.21;0.105;20.268;;
1.77698;44.11;19.90;1015.67;0.107;20.022;;1.77695;44.46;20.83;1016.49;0.110;20.003;;1.77697;43.98;21.22;1015.46;0.103;20.209;;1.77696;43.57;27.11;1016.20;0.105;20.266;;
1.77837;44.10;20.04;1015.67;0.107;20.022;;1.77834;44.46;20.84;1016.48;0.111;20.003;;1.77836;43.98;21.26;1015.46;0.103;20.209;;1.77835;43.57;27.09;1016.19;0.105;20.266;;
1.77976;44.10;20.01;1015.66;0.107;20.023;;1.77973;44.46;20.84;1016.49;0.111;20.003;;1.77974;43.98;21.19;1015.45;0.103;20.209;;1.77974;43.57;27.17;1016.19;0.105;20.266;;
1.78114;44.09;20.18;1015.66;0.107;20.023;;1.78112;44.46;20.93;1016.51;0.111;20.003;;1.78113;43.98;21.20;1015.48;0.103;20.209;;1.78113;43.57;26.93;1016.21;0.105;20.266;;
1.78253;44.09;20.27;1015.67;0.107;20.023;;1.78251;44.46;20.96;1016.49;0.111;20.004;;1.78252;43.98;21.26;1015.47;0.103;20.209;;1.78252;43.57;27.10;1016.20;0.105;20.266;;
1.78392;44.09;20.24;1015.66;0.108;20.024;;1.78390;44.46;20.93;1016.50;0.111;20.004;;1.78391;43.98;21.10;1015.48;0.104;20.207;;1.78391;43.57;27.11;1016.22;0.105;20.264;;
1.78531;44.09;20.15;1015.66;0.107;20.025;;1.78529;44.46;21.05;1016.50;0.111;20.004;;1.78530;43.97;21.31;1015.48;0.104;20.207;;1.78529;43.57;27.14;1016.20;0.105;20.264;;
1.78670;44.09;20.17;1015.64;0.107;20.025;;1.78668;44.45;20.92;1016.48;0.111;20.004;;1.78669;43.97;21.43;1015.45;0.104;20.208;;1.78668;43.57;26.98;1016.19;0.105;20.263;;
1.78809;44.08;20.26;1015.65;0.107;20.025;;1.78807;44.46;21.03;1016.48;0.111;20.005;;1.78808;43.97;21.04;1015.45;0.104;20.207;;1.78807;43.57;27.29;1016.18;0.105;20.263;;
1.78948;44.08;20.21;1015.64;0.107;20.025;;1.78946;44.45;21.05;1016.47;0.111;20.005;;1.78947;43.97;21.00;1015.44;0.104;20.207;;1.78946;43.57;27.26;1016.18;0.105;20.263;;
1.79087;44.08;20.28;1015.64;0.107;20.025;;1.79084;44.45;21.08;1016.46;0.111;20.005;;1.79086;43.97;21.17;1015.44;0.104;20.207;;1.79085;43.57;27.00;1016.19;0.105;20.261;;
1.79226;44.08;20.23;1015.63;0.107;20.026;;1.79223;44.45;21.11;1016.48;0.111;20.005;;1.79224;43.96;21.17;1015.43;0.103;20.207;;1.79224;43.57;27.18;1016.20;0.105;20.261;;
1.79365;44.08;20.20;1015.65;0.107;20.027;;1.79362;44.45;21.10;1016.49;0.111;20.006;;1.79363;43.96;21.24;1015.44;0.103;20.207;;1.79363;43.57;27.12;1016.21;0.105;20.260;;
1.79504;44.07;20.16;1015.65;0.108;20.027;;1.79501;44.45;21.11;1016.49;0.111;20.006;;1.79502;43.96;21.21;1015.45;0.104;20.207;;1.79502;43.57;27.09;1016.19;0.105;20.261;;
1.79642;44.06;20.21;1015.63;0.107;20.027;;1.79640;44.45;21.11;1016.48;0.112;20.007;;1.79641;43.96;21.25;1015.43;0.104;20.207;;1.79641;43.57;27.17;1016.17;0.105;20.261;;
1.79781;44.06;20.33;1015.64;0.107;20.028;;1.79779;44.44;21.05;1016.46;0.112;20.007;;1.79780;43.96;21.29;1015.41;0.104;20.206;;1.79780;43.57;27.09;1016.18;0.106;20.259;;
